Program,Census Tract,Geography Type,CBSA Title,County Name,State Name,Tract Income Level,Tract Median Family Income as Percent of MSA Median Family Income,Tract Population,Place/Neighborhood,Federal Reserve District,Year,Amount
CRA Small Business,13051004001,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Middle,0.875,4218,"Savannah, GA",6,2022,13120000
CRA Small Business,13051011108,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Middle,1.168,3071,"Savannah, GA",6,2022,1801000
CRA Small Business,13051004300,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.6747,2579,"Savannah, GA",6,2022,17000
CRA Small Business,13051001200,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Low,0.1868,2013,"Kayton/Frazier Area, Savannah, GA",6,2022,951000
CRA Small Business,13051010502,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Low,0.4494,3174,"Savannah, GA",6,2022,4688000
CRA Small Business,13051010815,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.798,3563,"Savannah, GA",6,2022,1977000
CRA Small Business,13051011112,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Upper,1.2776,3524,"Savannah, GA",6,2022,1213000
CRA Small Business,13051002300,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.541,1940,"Cuyler/Brownsville, Savannah, GA",6,2022,177000
CRA Small Business,13051002000,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.6384,1770,"Eastside, Savannah, GA",6,2022,408000
Historic Tax Credit,13051011200,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Upper,2.0084,1827,"Historic District - South, Savannah, GA",6,2022,971822
CRA Small Business,13051002200,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.6609,3979,"Victory Manor/East Hill/Donwood, Savannah, GA",6,2022,4309000
CRA Small Business,13051002900,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Upper,1.9814,2906,"Chatham Crescent, Savannah, GA",6,2022,4657000
CRA Small Business,13051011113,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Upper,1.3598,3378,"Savannah, GA",6,2022,3675000
CRA Small Business,13051980000,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,NA,0,0,"Hudson Hill/Bayview, Savannah, GA",6,2022,586000
SBA 7A,13051010503,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.769,2129,"Savannah, GA",6,2022,676500
SBA 504,13051010811,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Middle,0.8152,7026,"Pooler, GA",6,2022,4193000
CRA Small Business,13051010817,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Middle,1.0263,4418,"Savannah, GA",6,2022,1874000
CRA Small Business,13051003302,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.593,1581,"Cloverdale, Savannah, GA",6,2022,958000
CRA Small Business,13051011004,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Upper,1.9067,3607,"Savannah, GA",6,2022,4670000
SBA 7A,13051011107,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Upper,1.419,3143,"Savannah, GA",6,2022,127500
CRA Small Business,13051011114,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Middle,1.0525,2499,"Savannah, GA",6,2022,2870000
CRA Small Business,13051010702,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Middle,1.0933,6276,"Savannah, GA",6,2022,3199000
CRA Small Business,13051004207,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.5994,3833,"Leeds Gate/Colonial Village, Savannah, GA",6,2022,1506000
SBA 7A,13051011114,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Middle,1.0525,2499,"Savannah, GA",6,2022,322500
CRA Small Business,13051011110,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Upper,1.6068,1725,"Tybee Island, GA",6,2022,2680000
CRA Small Business,13051011900,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Upper,1.7936,2059,"Historic District - South, Savannah, GA",6,2022,6421000
SBA 7A,13051003601,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.5381,3350,"Savannah, GA",6,2022,187500
CRA Small Business,13051002600,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.6821,1505,"Midtown, Savannah, GA",6,2022,1182000
CRA Small Business,13051003800,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.7552,3002,"Fernwood/Parkwood, Savannah, GA",6,2022,2173000
CRA Small Business,13051004211,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Middle,0.8951,4852,"Windsor Forest, Savannah, GA",6,2022,2754000
CRA Small Business,13051010813,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.6098,4763,"Savannah, GA",6,2022,1389000
CRA Small Business,13051011007,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Upper,1.3952,2358,"Savannah, GA",6,2022,6954000
CRA Small Business,13051010816,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.6699,2096,"Savannah, GA",6,2022,357000
CRA Small Business,13051011006,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Upper,1.7949,4119,"The Landings, Savannah, GA",6,2022,11926000
CRA Small Business,13051011005,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Upper,1.8487,5259,"The Landings, Savannah, GA",6,2022,5844000
CRA Small Business,13051002100,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.7221,2192,"Benjamin Van Clark Park, Savannah, GA",6,2022,1252000
SBA 7A,13051010811,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Middle,0.8152,7026,"Pooler, GA",6,2022,4200750
SBA 504,13051010503,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.769,2129,"Savannah, GA",6,2022,353000
SBA 504,13051010818,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,NA,0,2189,"Pooler, GA",6,2022,1372000
CRA Small Business,13051010818,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,NA,0,2189,"Pooler, GA",6,2022,2298000
CRA Small Business,13051010807,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Middle,0.9931,5908,"Savannah, GA",6,2022,4166000
SBA 7A,13051010806,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Middle,1.1635,5724,"Savannah, GA",6,2022,168750
CRA Small Business,13051010820,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Middle,0.92,2230,"Pooler, GA",6,2022,866000
CRA Small Business,13051010810,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Upper,1.3991,5233,"Pooler, GA",6,2022,14306000
CRA Small Business,13051010705,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Middle,1.0482,4020,"Savannah, GA",6,2022,1476000
CRA Small Business,13051010801,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Middle,0.9028,3512,"Bloomingdale, GA",6,2022,3543000
CRA Small Business,13051003502,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Low,0.4995,3562,"LaRoche Park/Springhill/Daffin Heights, Savannah, GA",6,2022,1000000
CRA Small Business,13051010811,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Middle,0.8152,7026,"Pooler, GA",6,2022,20245000
CRA Small Business,13051011500,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Upper,1.2896,2708,"Coffee Bluff, Savannah, GA",6,2022,2276000
SBA 7A,13051004002,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.718,3681,"Highland Park, Savannah, GA",6,2022,963450
CRA Small Business,13051010704,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Upper,1.5176,4260,"Savannah, GA",6,2022,14048000
CRA Small Business,13051003000,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Upper,1.3522,1954,"Chatham Crescent, Savannah, GA",6,2022,1612000
CRA Small Business,13051002800,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Low,0.346,3389,"Jackson Park, Savannah, GA",6,2022,2770000
SBA 7A,13051010702,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Middle,1.0933,6276,"Savannah, GA",6,2022,7037925
SBA 7A,13051011108,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Middle,1.168,3071,"Savannah, GA",6,2022,7500
SBA 7A,13051010819,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Middle,1.1165,3746,"Pooler, GA",6,2022,127500
CRA Small Business,13051010707,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Upper,1.5814,3565,"Savannah, GA",6,2022,1863000
CRA Small Business,13051010701,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,NA,0,4032,"Savannah, GA",6,2022,10444000
CRA Small Business,13051011700,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Low,0.2751,4934,"Yamacraw Village, Savannah, GA",6,2022,53253000
CRA Small Business,13051010806,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Middle,1.1635,5724,"Savannah, GA",6,2022,4552000
CRA Small Business,13051010814,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Middle,1.1093,5018,"Savannah, GA",6,2022,3944000
SBA 7A,13051010102,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.7121,4422,"Thunderbolt, GA",6,2022,115425
CRA Small Business,13051011600,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.549,1944,"Hudson Hill/Bayview, Savannah, GA",6,2022,5401000
CRA Small Business,13051010901,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Low,0.4825,3978,"Wilshire Estates, Savannah, GA",6,2022,3020000
Historic Tax Credit,13051011300,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.7664,2173,"Midtown, Savannah, GA",6,2022,550158
CRA Small Business,13051003601,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.5381,3350,"Savannah, GA",6,2022,4360000
Historic Tax Credit,13051011111,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Upper,1.5713,1705,"Tybee Island, GA",6,2022,224353
CRA Small Business,13051004208,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.7473,5123,"Wilshire Estates, Savannah, GA",6,2022,3262000
Historic Tax Credit,13051001200,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Low,0.1868,2013,"Kayton/Frazier Area, Savannah, GA",6,2022,214181
SBA 7A,13051010815,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.798,3563,"Savannah, GA",6,2022,7500
CRA Small Business,13051004210,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.6036,4697,"Oakhurst, Savannah, GA",6,2022,6734000
CRA Small Business,13051010102,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.7121,4422,"Thunderbolt, GA",6,2022,5667000
SBA 504,13051011111,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Upper,1.5713,1705,"Tybee Island, GA",6,2022,2073000
CRA Small Business,13051003400,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Middle,1.006,4066,"Lamara Heights, Savannah, GA",6,2022,15567000
CRA Small Business,13051011800,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,NA,0,2164,"Savannah, GA",6,2022,3495000
CRA Small Business,13051011008,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Upper,1.3515,3872,"Savannah, GA",6,2022,2986000
Historic Tax Credit,13051011400,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Middle,0.8014,2059,"Metropolitan, Savannah, GA",6,2022,1800957
SBA 7A,13051011700,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Low,0.2751,4934,"Yamacraw Village, Savannah, GA",6,2022,1518035
CRA Small Business,13051004500,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.7611,3899,"Midtown, Savannah, GA",6,2022,10070000
CRA Small Business,13051003900,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.6858,3495,"Brookview/Skidaway Terrace/Parkview, Savannah, GA",6,2022,2389000
CRA Small Business,13051011107,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Upper,1.419,3143,"Savannah, GA",6,2022,3686000
SBA 7A,13051004500,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.7611,3899,"Midtown, Savannah, GA",6,2022,187500
CRA Small Business,13051010706,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Middle,0.9818,1788,"Savannah, GA",6,2022,3727000
SBA 504,13051010704,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Upper,1.5176,4260,"Savannah, GA",6,2022,767000
CRA Small Business,13051011104,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Middle,0.9451,5158,"Savannah, GA",6,2022,6035000
CRA Small Business,13051011200,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Upper,2.0084,1827,"Historic District - South, Savannah, GA",6,2022,7267000
CRA Small Business,13051004100,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Middle,1.043,1893,"Savannah, GA",6,2022,1013000
SBA 504,13051011110,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Upper,1.6068,1725,"Tybee Island, GA",6,2022,644000
Historic Tax Credit,13051011700,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Low,0.2751,4934,"Yamacraw Village, Savannah, GA",6,2022,1848844
CRA Small Business,13051003501,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.6031,2662,"Midtown, Savannah, GA",6,2022,5156000
CRA Small Business,13051011115,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Upper,1.9045,3009,"Savannah, GA",6,2022,4220000
SBA 7A,13051010200,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Middle,0.9763,4242,"Savannah, GA",6,2022,157500
SBA 7A,13051010814,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Middle,1.1093,5018,"Savannah, GA",6,2022,2277250
CRA Small Business,13051004400,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Low,0.4186,2164,"Midtown, Savannah, GA",6,2022,1808000
CRA Small Business,13051003602,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.5407,4557,"Avondale, Savannah, GA",6,2022,1050000
Historic Tax Credit,13051010200,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Middle,0.9763,4242,"Savannah, GA",6,2022,148315
SBA 504,13051010701,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,NA,0,4032,"Savannah, GA",6,2022,2535000
CRA Small Business,13051010601,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.5823,4927,"Garden City, GA",6,2022,8873000
CRA Small Business,13051010504,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Middle,0.8428,5002,"Savannah, GA",6,2022,27662000
SBA 504,13051011700,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Low,0.2751,4934,"Yamacraw Village, Savannah, GA",6,2022,742000
CRA Small Business,13051011300,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.7664,2173,"Midtown, Savannah, GA",6,2022,3319000
SBA 7A,13051011005,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Upper,1.8487,5259,"The Landings, Savannah, GA",6,2022,262500
SBA 504,13051011900,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Upper,1.7936,2059,"Historic District - South, Savannah, GA",6,2022,4074000
CRA Small Business,13051004002,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.718,3681,"Highland Park, Savannah, GA",6,2022,45171000
CRA Small Business,13051004209,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.6436,3223,"Southside, Savannah, GA",6,2022,1090000
CRA Small Business,13051010812,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Upper,1.7698,4920,"Savannah, GA",6,2022,7954000
Historic Tax Credit,13051011900,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Upper,1.7936,2059,"Historic District - South, Savannah, GA",6,2022,1083119
SBA 7A,13051011400,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Middle,0.8014,2059,"Metropolitan, Savannah, GA",6,2022,177000
CRA Small Business,13051003301,Metropolitan Statistical Area,"Savannah, GA","Chatham County, GA",Georgia,Moderate,0.6365,1734,"Carver Heights, Savannah, GA",6,2022,166000
CRA Small Business,13053020201,Metropolitan Statistical Area,"Columbus, GA-AL","Chattahoochee County, GA",Georgia,Upper,1.2935,2183,"Fort Benning, GA",6,2022,5000
CRA Small Business,13053020203,Metropolitan Statistical Area,"Columbus, GA-AL","Chattahoochee County, GA",Georgia,Moderate,0.7876,2076,"Fort Benning, GA",6,2022,15000
CRA Small Business,13053020205,Metropolitan Statistical Area,"Columbus, GA-AL","Chattahoochee County, GA",Georgia,Moderate,0.7712,2493,"Fort Benning, GA",6,2022,31000
CRA Small Business,13053020100,Metropolitan Statistical Area,"Columbus, GA-AL","Chattahoochee County, GA",Georgia,Low,0.4586,2578,"Cusseta, GA",6,2022,572000
CRA Small Business,13053020206,Metropolitan Statistical Area,"Columbus, GA-AL","Chattahoochee County, GA",Georgia,NA,0,235,"Cusseta, GA",6,2022,6000
CRA Small Business,13055010402,Micropolitan Statistical Area,"Summerville, GA","Chattooga County, GA",Georgia,Moderate,0.5248,2746,"Summerville, GA",6,2022,951000
CRA Small Business,13055010300,Micropolitan Statistical Area,"Summerville, GA","Chattooga County, GA",Georgia,Moderate,0.7368,2888,"Menlo, GA",6,2022,1373000
CRA Small Business,13055010502,Micropolitan Statistical Area,"Summerville, GA","Chattooga County, GA",Georgia,Moderate,0.691,3575,"Summerville, GA",6,2022,1885000
SBA 7A,13055010300,Micropolitan Statistical Area,"Summerville, GA","Chattooga County, GA",Georgia,Moderate,0.7368,2888,"Menlo, GA",6,2022,637500
CRA Small Business,13055010202,Micropolitan Statistical Area,"Summerville, GA","Chattooga County, GA",Georgia,Moderate,0.7361,3324,"Trion, GA",6,2022,1244000
CRA Small Business,13055010201,Micropolitan Statistical Area,"Summerville, GA","Chattooga County, GA",Georgia,Middle,0.959,3093,"Trion, GA",6,2022,288000
SBA 7A,13055010502,Micropolitan Statistical Area,"Summerville, GA","Chattooga County, GA",Georgia,Moderate,0.691,3575,"Summerville, GA",6,2022,168750
SBA 7A,13055010600,Micropolitan Statistical Area,"Summerville, GA","Chattooga County, GA",Georgia,Middle,1.0335,2517,"Lyerly, GA",6,2022,383250
CRA Small Business,13055010401,Micropolitan Statistical Area,"Summerville, GA","Chattooga County, GA",Georgia,Middle,0.9709,2405,"Summerville, GA",6,2022,1096000
CRA Small Business,13055010100,Micropolitan Statistical Area,"Summerville, GA","Chattooga County, GA",Georgia,Middle,1.092,2322,"Summerville, GA",6,2022,565000
CRA Small Business,13055010501,Micropolitan Statistical Area,"Summerville, GA","Chattooga County, GA",Georgia,Moderate,0.7591,2095,"Summerville, GA",6,2022,224000
CRA Small Business,13055010600,Micropolitan Statistical Area,"Summerville, GA","Chattooga County, GA",Georgia,Middle,1.0335,2517,"Lyerly, GA",6,2022,1292000
SBA 7A,13057090503,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Upper,1.2059,4680,"Canton, GA",6,2022,112500
CRA Small Business,13057090810,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Upper,1.4899,4509,"Canton, GA",6,2022,5084000
CRA Small Business,13057090709,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Upper,1.2094,2724,"Canton, GA",6,2022,9768000
CRA Small Business,13057090905,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Middle,0.9347,4743,"Woodstock, GA",6,2022,5487000
SBA 7A,13057090911,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Upper,1.2422,5363,"Woodstock, GA",6,2022,150000
CRA Small Business,13057090303,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Middle,0.8925,6645,"Canton, GA",6,2022,3417000
CRA Small Business,13057091006,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Upper,1.4214,4873,"Woodstock, GA",6,2022,6002000
SBA 7A,13057090103,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Middle,0.8373,2121,"Ball Ground, GA",6,2022,3439500
CRA Small Business,13057090710,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Middle,1.1651,3998,"Canton, GA",6,2022,2300000
CRA Small Business,13057090911,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Upper,1.2422,5363,"Woodstock, GA",6,2022,3866000
CRA Small Business,13057090101,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Middle,1.0129,4224,"Ball Ground, GA",6,2022,2172000
CRA Small Business,13057090603,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Middle,0.9036,6216,"Canton, GA",6,2022,3330000
SBA 7A,13057090201,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Middle,0.9052,2455,"Waleska, GA",6,2022,771750
SBA 7A,13057090704,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Moderate,0.7622,3777,"Holly Springs, GA",6,2022,926325
SBA 504,13057090807,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Upper,1.3418,7593,"Canton, GA",6,2022,1323000
CRA Small Business,13057090402,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Moderate,0.7934,6801,"Canton, GA",6,2022,10840000
SBA 7A,13057090703,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Low,0.4959,4699,"Holly Springs, GA",6,2022,1414125
SBA 504,13057090705,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Upper,1.3556,2783,"Canton, GA",6,2022,967000
CRA Small Business,13057090910,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Upper,1.2764,5316,"Woodstock, GA",6,2022,7196000
CRA Small Business,13057090703,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Low,0.4959,4699,"Holly Springs, GA",6,2022,14352000
CRA Small Business,13057091011,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Middle,0.8422,4236,"Towne Lake Hills South, Woodstock, GA",6,2022,5145000
SBA 7A,13057090909,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Moderate,0.7332,6120,"Woodstock, GA",6,2022,589800
CRA Small Business,13057091013,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Middle,0.866,4291,"Woodstock, GA",6,2022,10839000
CRA Small Business,13057091105,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Moderate,0.6881,4941,"Acworth, GA",6,2022,4295000
CRA Small Business,13057090906,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Upper,1.4011,6022,"Woodstock, GA",6,2022,12821000
CRA Small Business,13057091101,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Middle,1.127,5872,"Woodstock, GA",6,2022,3743000
CRA Small Business,13057090503,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Upper,1.2059,4680,"Canton, GA",6,2022,7514000
CRA Small Business,13057090907,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Middle,0.925,5084,"Woodstock, GA",6,2022,2940000
SBA 7A,13057091006,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Upper,1.4214,4873,"Woodstock, GA",6,2022,225825
CRA Small Business,13057090507,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Upper,1.7864,2142,"Canton, GA",6,2022,2454000
CRA Small Business,13057091104,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Middle,1.0563,5916,"Acworth, GA",6,2022,6376000
SBA 7A,13057090301,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Upper,1.5509,5785,"Canton, GA",6,2022,232500
SBA 7A,13057090910,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Upper,1.2764,5316,"Woodstock, GA",6,2022,228045
CRA Small Business,13057090401,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Moderate,0.5106,5566,"Canton, GA",6,2022,8281000
CRA Small Business,13057090912,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Upper,1.3845,4006,"Woodstock, GA",6,2022,3418000
CRA Small Business,13057090505,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Upper,1.3968,5803,"Canton, GA",6,2022,5614000
SBA 7A,13057090906,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cherokee County, GA",Georgia,Upper,1.4011,6022,"Woodstock, GA",6,2022,157500
